"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"21","200028_s_at","STARD7","56910","StAR related lipid transfer domain containing 7",0.556651685710292,5.98570944082327,1.05776977695611,0.303654328965562,0.997843349450867,-4.64479626821097
"22","200030_s_at","SLC25A3","5250","solute carrier family 25 member 3",-0.204578792891344,7.68940009141975,-0.335966125262477,0.740642413108056,0.997843349450867,-4.87784868544705
"23","200034_s_at","RPL6","6128","ribosomal protein L6",-0.078901420108501,8.42079375923089,-0.147880510607411,0.884022357486749,0.997843349450867,-4.89988111472132
"24","200036_s_at","RPL10A","4736","ribosomal protein L10a",-0.0740818099619762,9.01951070843803,-0.125212595375618,0.90169357476769,0.997843349450867,-4.90138583174849
"25","200037_s_at","CBX3","11335","chromobox 3",0.421966591781727,4.66188031963397,0.853784863712758,0.404045251619163,0.997843349450867,-4.73290771545553
"26","200039_s_at","PSMB2","5690","proteasome 20S subunit beta 2",0.353530503639307,5.55977043302342,0.634291596403196,0.533585592718716,0.997843349450867,-4.80885089828485
"27","200040_at","KHDRBS1","10657","KH RNA binding domain containing, signal transduction associated 1",0.964102340414107,6.28731143326111,1.73016645588635,0.100095744720467,0.997843349450867,-4.25619229979148
"28","200043_at","ERH","2079","ERH mRNA splicing and mitosis factor",0.116364510501051,6.29861865985988,0.219005080018196,0.829022279162772,0.997843349450867,-4.89354670402485
"29","200045_at","ABCF1","23","ATP binding cassette subfamily F member 1",0.110761064041085,6.88609397348301,0.22154829379029,0.827070528478489,0.997843349450867,-4.89327502797913
"30","200046_at","DAD1","1603","defender against cell death 1",0.214839970378155,5.76719675030932,0.34214896287981,0.736059986740644,0.997843349450867,-4.87683758782465
"31","200047_s_at","YY1","7528","YY1 transcription factor",0.617083228146782,4.7471046519701,0.881792201312141,0.389100154337879,0.997843349450867,-4.72177449582699
"32","200048_s_at","JTB","10899","jumping translocation breakpoint",0.467109720230019,6.89785364888421,0.936594242653141,0.36092461359875,0.997843349450867,-4.69908481939253
"33","200049_at","KAT7","11143","lysine acetyltransferase 7",-0.267261778358191,5.75244725830492,-0.58277554610058,0.567016774459668,0.997843349450867,-4.82365904995009
"34","200050_at","ZNF146","7705","zinc finger protein 146",-0.390945576292371,4.32439638406199,-0.842796525325024,0.410009081314668,0.997843349450867,-4.73718901684098
"35","200051_at","SART1","9092","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP",0.511922221941688,4.87726071914955,0.983752662810636,0.337813941117074,0.997843349450867,-4.67861988765288
"36","200052_s_at","ILF2","3608","interleukin enhancer binding factor 2",0.360162079784243,5.09404907020949,0.602822541031769,0.55387890058425,0.997843349450867,-4.81803673599858
"37","200055_at","TAF10","6881","TATA-box binding protein associated factor 10",-0.517223596933796,7.00638717871264,-0.889138530638695,0.385241023180634,0.997843349450867,-4.71880206846419
"38","200057_s_at","NONO","4841","non-POU domain containing octamer binding",0.513763932117376,8.19491425396627,0.987259977880579,0.336137087791402,0.997843349450867,-4.67706370094214
"39","200059_s_at","RHOA","387","ras homolog family member A",0.525572216595382,6.77278930597743,0.909425644296751,0.374715878874704,0.997843349450867,-4.71048192314501
"40","200060_s_at","RNPS1","10921","RNA binding protein with serine rich domain 1",0.224703067579086,6.64694810919857,0.466250114273768,0.646430073636912,0.997843349450867,-4.85274697676866
"41","200061_s_at","RPS24","6229","ribosomal protein S24",-0.533819950221961,9.78035870639606,-0.813940636801803,0.425938101268397,0.997843349450867,-4.74819704804634
"42","200062_s_at","RPL30","6156","ribosomal protein L30",-0.193472238312051,10.5598274180925,-0.384616132500605,0.70486755313682,0.997843349450867,-4.86940524268717
"43","200063_s_at","NPM1","4869","nucleophosmin 1",0.0181400478452831,7.88138338136818,0.0287187005863648,0.977393685297768,0.997843349450867,-4.90499939332888
"44","200066_at","IK","3550","IK cytokine",0.66792466405752,6.1582182254304,1.13093351060904,0.272400977738895,0.997843349450867,-4.60938705527442
"45","200067_x_at","SNX3","8724","sorting nexin 3",0.163688988425754,6.15096053107211,0.294181786571032,0.771864446319662,0.997843349450867,-4.88420640392728
"46","200068_s_at","CANX","821","calnexin",-0.0757758772954453,8.33313276578519,-0.134075106490703,0.894777817343579,0.997843349450867,-4.90082718048373
"47","200069_at","SART3","9733","spliceosome associated factor 3, U4/U6 recycling protein",-0.481493640403908,4.37473974981864,-0.956346517625285,0.351116863438424,0.997843349450867,-4.69061765317862
"48","200070_at","CNPPD1","27013","cyclin Pas1/PHO80 domain containing 1",-0.109577837594522,4.17810229066503,-0.221916788351474,0.826787828461059,0.997843349450867,-4.89323540587367
"49","200074_s_at","RPL14","9045","ribosomal protein L14",-0.31037896909212,8.9485472105961,-0.579358848728647,0.569271949447671,0.997843349450867,-4.82459937854707
"50","200077_s_at","OAZ1","4946","ornithine decarboxylase antizyme 1",0.335608867546881,8.80132575874329,0.518568353355472,0.61015318791555,0.997843349450867,-4.84045099887247
"51","200078_s_at","ATP6V0B","533","ATPase H+ transporting V0 subunit b",0.480359168368136,5.76096338841434,0.75957268539781,0.456993780175927,0.997843349450867,-4.76800105873223
"52","200081_s_at","RPS6","6194","ribosomal protein S6",-0.222176221900638,9.4028808193012,-0.400871868913106,0.693064700275835,0.997843349450867,-4.86633587323807
"53","200083_at","USP22","23326","ubiquitin specific peptidase 22",-0.260463510226513,5.17565603514635,-0.469625121340647,0.644060885610426,0.997843349450867,-4.85199170705555
"54","200084_at","C11orf58","10944","chromosome 11 open reading frame 58",-0.449059309525242,5.88619018554092,-0.702808373802228,0.490845806382037,0.997843349450867,-4.78734808689512
"55","200085_s_at","ELOB","6923","elongin B",1.05988821561007,6.53654903285577,2.1207838212764,0.0475644512829647,0.997843349450867,-3.98068276716088
"56","200086_s_at","COX4I1","1327","cytochrome c oxidase subunit 4I1",0.127735925517928,8.11578638030052,0.233812481918121,0.81767500481905,0.997843349450867,-4.89192125847827
"57","200087_s_at","TMED2","10959","transmembrane p24 trafficking protein 2",-0.423850633833965,6.02463883478734,-0.542746412825319,0.593724615482444,0.997843349450867,-4.8343464347925
"58","200091_s_at","RPS25","6230","ribosomal protein S25",-0.410523209879381,7.42377345332895,-0.648973032129444,0.524258809559812,0.997843349450867,-4.80441588754899
"59","200092_s_at","RPL37","6167","ribosomal protein L37",-0.0970570673020443,8.79917753154776,-0.173789117144677,0.863901538257798,0.997843349450867,-4.89785657116179
"60","200093_s_at","HINT1","3094","histidine triad nucleotide binding protein 1",0.391947470429024,6.49392432459831,0.718000636915149,0.481645054746941,0.997843349450867,-4.78230485510913
"61","200097_s_at","HNRNPK","3190","heterogeneous nuclear ribonucleoprotein K",-0.159497015651155,5.62489475497396,-0.234484066147973,0.817161311482149,0.997843349450867,-4.89184503890922
"62","200098_s_at","ANAPC5","51433","anaphase promoting complex subunit 5",0.909591029165451,6.77269604327814,1.57654943932573,0.131691372892137,0.997843349450867,-4.35615399726736
"63","200593_s_at","HNRNPU","3192","heterogeneous nuclear ribonucleoprotein U",0.327207777182485,6.84650231487905,0.721019823186454,0.479828731591078,0.997843349450867,-4.78129081723212
"64","200595_s_at","EIF3A","8661","eukaryotic translation initiation factor 3 subunit A",0.316248784249904,4.51917884094832,0.469779084320406,0.643952899670258,0.997843349450867,-4.85195712747413
"65","200600_at","MSN","4478","moesin",0.367830939499115,6.17379897105226,0.455741362329374,0.65383179953091,0.997843349450867,-4.85506498550053
"66","200603_at","PRKAR1A","5573","protein kinase cAMP-dependent type I regulatory subunit alpha",-0.404508114491348,4.00085771809971,-0.590539113433303,0.561909750608291,0.997843349450867,-4.82150298321983
"67","200608_s_at","RAD21","5885","RAD21 cohesin complex component",0.42276307344853,3.83367874565056,0.699654900613082,0.492768354089607,0.997843349450867,-4.78838248163889
"68","200609_s_at","WDR1","9948","WD repeat domain 1",0.606323406958616,7.02484951815259,1.09960970868206,0.285478508277216,0.997843349450867,-4.62478222029619
"69","200610_s_at","NCL","4691","nucleolin",0.0300457943498813,6.9115468079399,0.0561085602034096,0.955851394763402,0.997843349450867,-4.90443386032256
"70","200612_s_at","AP2B1","163","adaptor related protein complex 2 subunit beta 1",0.881276057771761,5.57709474100939,1.71536247237355,0.102827067119973,0.997843349450867,-4.26606287473135
"71","200613_at","AP2M1","1173","adaptor related protein complex 2 subunit mu 1",0.716464892980914,5.51919873869847,1.33750481092881,0.197123557938513,0.997843349450867,-4.49951921176874
"72","200614_at","CLTC","1213","clathrin heavy chain",0.591034048431388,6.47325450378133,0.763910676195747,0.454466291128083,0.997843349450867,-4.76646630154493
"73","200618_at","LASP1","3927","LIM and SH3 protein 1",1.2301441643011,5.23725966871499,1.70983788659257,0.103862653499622,0.997843349450867,-4.26973399657794
"74","200620_at","TMEM59","9528","transmembrane protein 59",0.462785981849515,6.6262759631062,1.02428532687944,0.318788854764545,0.997843349450867,-4.66035150101976
"75","200621_at","CSRP1","1465","cysteine and glycine rich protein 1",0.360270551245915,5.10513175768767,0.780104337710247,0.445106803135987,0.997843349450867,-4.7606672208923
"76","200627_at","PTGES3","10728","prostaglandin E synthase 3",0.405354884797375,6.2971163256753,0.478512422468909,0.637840919938112,0.997843349450867,-4.84997777172102
"77","200629_at","WARS1","7453","tryptophanyl-tRNA synthetase 1",0.816113529378938,5.96058163948938,1.15325358730262,0.263356624414587,0.997843349450867,-4.59820603844622
"78","200633_at","UBB","7314","ubiquitin B",-0.418905946324834,11.1731245895776,-0.836359150736741,0.413529084613417,0.997843349450867,-4.73967431926073
"79","200634_at","PFN1","5216","profilin 1",0.511633598048649,7.57017796459066,0.74450350567834,0.465839829359946,0.997843349450867,-4.77327072764303
"80","200640_at","YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta",0.88502735062951,5.79844562909439,1.50692993118017,0.148561321270713,0.997843349450867,-4.39953896687756
"81","200642_at","SOD1","6647","superoxide dismutase 1",0.583209933505096,7.90049306241827,0.85156694332668,0.405244465785395,0.997843349450867,-4.73377581898405
"82","200644_at","MARCKSL1","65108","MARCKS like 1",-0.138579188456725,5.91127128678827,-0.26047893796763,0.797345374178472,0.997843349450867,-4.888728515721
"83","200645_at","GABARAP","11337","GABA type A receptor-associated protein",-0.216169993536402,7.24079899205637,-0.377867826856027,0.709790202901842,0.997843349450867,-4.8706430317762
"84","200649_at","NUCB1","4924","nucleobindin 1",0.79461890646505,5.02858973937516,1.752199861557,0.0961465440602255,0.997843349450867,-4.24141316059489
"85","200650_s_at","LDHA","3939","lactate dehydrogenase A",-0.00156721715615049,7.69092741568312,-0.00201507034795379,0.998413581458035,0.999796803915785,-4.90519918394774
"86","200652_at","SSR2","6746","signal sequence receptor subunit 2",-0.307465971809261,7.56801860036814,-0.688866121473543,0.499378764214379,0.997843349450867,-4.79188895123408
"87","200656_s_at","P4HB","5034","prolyl 4-hydroxylase subunit beta",-0.0649830480051952,3.94698509915843,-0.133770549309256,0.895015334778524,0.997843349450867,-4.90084701017334
"88","200657_at","SLC25A5","292","solute carrier family 25 member 5",-0.113788124661125,7.6430090762679,-0.209382191075025,0.836417455046625,0.997843349450867,-4.89454648657568
"89","200660_at","S100A11","6282","S100 calcium binding protein A11",0.0991333984106761,4.8372921077796,0.183355442629037,0.856495562034647,0.997843349450867,-4.89702700255874
"90","200661_at","CTSA","5476","cathepsin A",0.257257093460605,5.48264071672977,0.549033627152031,0.58948868029726,0.997843349450867,-4.83271560713568
"91","200662_s_at","TOMM20","9804","translocase of outer mitochondrial membrane 20",0.484676519195696,4.61376403275612,0.888794533543773,0.385421163216203,0.997843349450867,-4.71894173592655
"92","200663_at","CD63","967","CD63 molecule",0.499286699482651,6.08025286048281,0.763429130487752,0.4547464379585,0.997843349450867,-4.76663706075476
"93","200666_s_at","DNAJB1","3337","DnaJ heat shock protein family (Hsp40) member B1",-0.76921908510954,7.90928748679219,-0.857630050360908,0.401971637690728,0.997843349450867,-4.7313979661154
"94","200668_s_at","UBE2D3","7323","ubiquitin conjugating enzyme E2 D3",0.103738057887041,6.39512313725326,0.195277085887772,0.847285347583043,0.997843349450867,-4.89593134323869
"95","200673_at","LAPTM4A","9741","lysosomal protein transmembrane 4 alpha",0.126661620007614,5.18018023989022,0.236008456915756,0.815995623934602,0.997843349450867,-4.89167122854399
"96","200674_s_at","RPL32","6161","ribosomal protein L32",-0.0505689034930832,11.322810879732,-0.112556152790804,0.911583757797142,0.997843349450867,-4.90211758280006
"97","200677_at","PTTG1IP","754","PTTG1 interacting protein",0.141079044176983,6.89027375108509,0.272059318823805,0.788562048862724,0.997843349450867,-4.88723591321798
"98","200681_at","GLO1","2739","glyoxalase I",-0.0541005736942752,5.45035170259517,-0.100937179610417,0.920676335040973,0.997843349450867,-4.90272090197218
"99","200682_s_at","UBE2L3","7332","ubiquitin conjugating enzyme E2 L3",-0.470369351169628,5.70711792052731,-1.0184871402755,0.321462982394061,0.997843349450867,-4.663002715948
"100","200686_s_at","SRSF11","9295","serine and arginine rich splicing factor 11",-0.0801336078323089,5.55646641295186,-0.151493607482947,0.881211205792224,0.997843349450867,-4.89961827171473
"101","200687_s_at","SF3B3","23450","splicing factor 3b subunit 3",-0.569277718317008,5.82174868559084,-1.19693893250314,0.246307234829693,0.997843349450867,-4.57582387378873
"102","200691_s_at","HSPA9","3313","heat shock protein family A (Hsp70) member 9",-0.167657784643245,6.05420154924044,-0.230320284991058,0.820347539613412,0.997843349450867,-4.89231410284406
"103","200694_s_at","DDX24","57062","DEAD-box helicase 24",-0.38348964042878,6.75212481366919,-0.676074739008226,0.507281813230756,0.997843349450867,-4.79598103741141
"104","200699_at","KDELR2","11014","KDEL endoplasmic reticulum protein retention receptor 2",0.329811414365007,4.95703143828015,0.519424866396105,0.609567482461709,0.997843349450867,-4.84023928222163
"105","200703_at","DYNLL1","8655","dynein light chain LC8-type 1",-0.305611475960177,5.77188988778732,-0.588771831111583,0.563070186043004,0.997843349450867,-4.82199615350672
"106","200704_at","LITAF","9516","lipopolysaccharide induced TNF factor",0.63117812821547,7.00227777036747,1.15635390047757,0.262118268313636,0.997843349450867,-4.59663923224841
"107","200707_at","PRKCSH","5589","protein kinase C substrate 80K-H",0.100692352685455,5.01585591327556,0.15991009322735,0.87466914322029,0.997843349450867,-4.89898148942058
"108","200708_at","GOT2","2806","glutamic-oxaloacetic transaminase 2",0.497544146469275,4.97126677531867,0.998051753422145,0.33101391660239,0.997843349450867,-4.67224606883116
"109","200710_at","ACADVL","37","acyl-CoA dehydrogenase very long chain",0.7477790498226,6.09840676627901,1.60622570424233,0.125004165626182,0.997843349450867,-4.33728305520236
"110","200713_s_at","MAPRE1","22919","microtubule associated protein RP/EB family member 1",0.254391453427288,7.21869440156746,0.504265993537873,0.619973199420741,0.997843349450867,-4.8439368901417
"111","200717_x_at","RPL7","6129","ribosomal protein L7",0.114825157204892,9.51724077981068,0.217348806850218,0.830293975988608,0.997843349450867,-4.89372196033269
"112","200718_s_at","SKP1","6500","S-phase kinase associated protein 1",-0.741182205084021,6.71472700527769,-1.15403132268778,0.263045564374231,0.997843349450867,-4.59781330744174
"113","200726_at","PPP1CC","5501","protein phosphatase 1 catalytic subunit gamma",0.0554211041637709,6.53062427440349,0.115339940269161,0.909407078934551,0.997843349450867,-4.90196330183906
"114","200728_at","ACTR2","10097","actin related protein 2",0.380632447019199,7.00567555872108,0.783907501849143,0.4429260309598,0.997843349450867,-4.75928934980739
"115","200738_s_at","PGK1","5230","phosphoglycerate kinase 1",0.359957319373082,5.55625703754131,0.467525909446075,0.645534032776671,0.997843349450867,-4.8524620928449
"116","200740_s_at","SUMO3","6612","small ubiquitin like modifier 3",0.00976742450741508,5.39462139577375,0.0166703632432523,0.986876437446111,0.997843349450867,-4.90513251917556
"117","200741_s_at","RPS27","6232","ribosomal protein S27",0.0483787864532523,10.2781775804053,0.107568217711979,0.915485672431213,0.997843349450867,-4.9023846123134
"118","200743_s_at","TPP1","1200","tripeptidyl peptidase 1",0.71606670222817,5.97937130172236,1.27886620478862,0.216611205834396,0.997843349450867,-4.53212370002046
"119","200745_s_at","GNB1","2782","G protein subunit beta 1",-0.461593074995931,6.66504576874361,-0.783642885013317,0.443077550675432,0.997843349450867,-4.75938541501734
"120","200747_s_at","NUMA1","4926","nuclear mitotic apparatus protein 1",0.0539885508421287,6.69847672994528,0.116527148756751,0.908479008264357,0.997843349450867,-4.90189636129765
"121","200748_s_at","FTH1","2495","ferritin heavy chain 1",-0.64759100188286,9.10285963922259,-1.19118513547141,0.248503830903396,0.997843349450867,-4.57880909137686
"122","200750_s_at","RAN","5901","RAN, member RAS oncogene family",0.103676356604183,5.29755739330476,0.158269782544147,0.875943431236523,0.997843349450867,-4.899108283139
"123","200752_s_at","CAPN1","823","calpain 1",0.381968344038707,4.51796145987972,0.812629591376827,0.426670999226173,0.997843349450867,-4.74868906348026
"124","200757_s_at","CALU","813","calumenin",-0.427022099198216,4.88790461739683,-0.884295524127122,0.387782272536601,0.997843349450867,-4.72076404124231
"125","200761_s_at","ARL6IP5","10550","ADP ribosylation factor like GTPase 6 interacting protein 5",0.840065101086751,5.09915046565165,1.40700468011466,0.175854234129161,0.997843349450867,-4.4595111636087
"126","200766_at","CTSD","1509","cathepsin D",0.292553828829788,3.86099394729468,0.617568573846824,0.544318934052645,0.997843349450867,-4.81378694575837
"127","200768_s_at","MAT2A","4144","methionine adenosyltransferase 2A",0.334178399423241,7.39571846839601,0.657887202472718,0.518640224310047,0.997843349450867,-4.80167693374253
"128","200771_at","LAMC1","3915","laminin subunit gamma 1",-0.364421357635402,3.4244170318081,-0.794115726501654,0.437105299495722,0.997843349450867,-4.75556111502017
"129","200773_x_at","PTMA","5757","prothymosin alpha",0.142377139942675,7.15108885491048,0.259432579179381,0.798140391000871,0.997843349450867,-4.88886022010252
"130","200782_at","ANXA5","308","annexin A5",0.206296132214193,5.3618247901406,0.416012671771099,0.682143333257545,0.997843349450867,-4.86336580668896
"131","200789_at","ECH1","1891","enoyl-CoA hydratase 1",0.750699582909313,5.36379059151179,1.36720955952277,0.187795122165122,0.997843349450867,-4.48259671420344
"132","200790_at","ODC1","4953","ornithine decarboxylase 1",-0.0499214777436956,7.06502442102282,-0.0786302605635105,0.938163293192122,0.997843349450867,-4.90369539379865
"133","200792_at","XRCC6","2547","X-ray repair cross complementing 6",0.14025774844424,7.41570621899555,0.28368262322981,0.779775321144791,0.997843349450867,-4.88567331178549
"134","200797_s_at","MCL1","4170","MCL1 apoptosis regulator, BCL2 family member",0.18153877280113,7.85477499371039,0.311223802460251,0.759078509192982,0.997843349450867,-4.88171354495423
"135","200804_at","TMBIM6","7009","transmembrane BAX inhibitor motif containing 6",-0.0954261870928113,7.31105516285289,-0.164360935499702,0.871213253574725,0.997843349450867,-4.89863088760258
"136","200807_s_at","HSPD1","3329","heat shock protein family D (Hsp60) member 1",0.388586192209177,7.09652883895776,0.452982389406213,0.655781215697035,0.997843349450867,-4.85566509765144
"137","200810_s_at","CIRBP","1153","cold inducible RNA binding protein",-1.12699702293051,5.30630202356534,-2.11804851729186,0.0478228414687567,0.997843349450867,-3.98269735078014
"138","200812_at","CCT7","10574","chaperonin containing TCP1 subunit 7",0.754083260587731,6.70650836123189,1.50099497881005,0.150078708460614,0.997843349450867,-4.40317822763285
"139","200814_at","PSME1","5720","proteasome activator subunit 1",0.757617027366677,7.26133019946682,1.7114032374211,0.103568321500131,0.997843349450867,-4.26869449998618
"140","200816_s_at","PAFAH1B1","5048","platelet activating factor acetylhydrolase 1b regulatory subunit 1",-0.080260201332341,5.12683042988538,-0.14663481726155,0.884991931300465,0.997843349450867,-4.89997027008938
"141","200817_x_at","RPS10","6204","ribosomal protein S10",-0.0819920633916631,11.2084465074448,-0.176643477420394,0.861690385987423,0.997843349450867,-4.89761367561616
"142","200818_at","ATP5PO","539","ATP synthase peripheral stalk subunit OSCP",0.349959508669516,6.72353073147827,0.580469763993948,0.568538186844633,0.997843349450867,-4.82429421069353
"143","200819_s_at","RPS15","6209","ribosomal protein S15",-0.333787248770053,10.4951539891177,-0.633171205499201,0.534301062339844,0.997843349450867,-4.80918545559427
"144","200826_at","SNRPD2","6633","small nuclear ribonucleoprotein D2 polypeptide",-0.0946475860783602,7.85515934605036,-0.209070690709037,0.836657108270077,0.997843349450867,-4.89457810531493
"145","200837_at","BCAP31","10134","B cell receptor associated protein 31",0.285575623582149,6.66052734240845,0.551994200644412,0.58749926331885,0.997843349450867,-4.8319414838555
"146","200839_s_at","CTSB","1508","cathepsin B",0.839289737759612,6.216831274664,1.54941859585669,0.138064925187075,0.997843349450867,-4.37321136397089
"147","200840_at","KARS1","3735","lysyl-tRNA synthetase 1",0.340369216722689,6.65960985597477,0.626821255777191,0.538365952220341,0.997843349450867,-4.81107114213815
"148","200845_s_at","PRDX6","9588","peroxiredoxin 6",0.113539269732938,4.46399357270543,0.198424366902142,0.844857579260145,0.997843349450867,-4.89563065163036
"149","200846_s_at","PPP1CA","5499","protein phosphatase 1 catalytic subunit alpha",0.645641674930938,5.97494715734758,1.12317545948815,0.275597920510621,0.997843349450867,-4.61323243323071
"150","200847_s_at","SARAF","51669","store-operated calcium entry associated regulatory factor",-0.77065420694922,7.98196117025097,-1.0200543753282,0.320738614055171,0.997843349450867,-4.66228734016088
"151","200852_x_at","GNB2","2783","G protein subunit beta 2",0.522116626824261,6.09245637947919,1.03183186835966,0.315332039982378,0.997843349450867,-4.65688204639782
"152","200854_at","NCOR1","9611","nuclear receptor corepressor 1",-0.0613013034689924,4.87847698253235,-0.134136809740344,0.89472969758165,0.997843349450867,-4.90082315751351
"153","200863_s_at","RAB11A","8766","RAB11A, member RAS oncogene family",0.270152752147691,6.29671991600019,0.500384335367678,0.622651159403332,0.997843349450867,-4.8448668423412
"154","200866_s_at","PSAP","5660","prosaposin",1.28093558517609,5.7268513246482,1.93022017419107,0.0689120986144095,0.997843349450867,-4.11841506396519
"155","200867_at","RNF114","55905","ring finger protein 114",0.892276961277006,3.60901443279317,1.8594500103133,0.0787952087333538,0.997843349450867,-4.16804001490051
"156","200870_at","STRAP","11171","serine/threonine kinase receptor associated protein",0.519631283441972,5.72636283780412,0.981008602067226,0.33912992887152,0.997843349450867,-4.67983414835506
"157","200873_s_at","CCT8","10694","chaperonin containing TCP1 subunit 8",0.322095856786463,5.79239261134115,0.5964844691818,0.558015105361825,0.997843349450867,-4.81983366600144
"158","200876_s_at","PSMB1","5689","proteasome 20S subunit beta 1",0.241030640531123,5.19305375059773,0.337184844134176,0.739738361726037,0.997843349450867,-4.87765081640275
"159","200877_at","CCT4","10575","chaperonin containing TCP1 subunit 4",0.715568515012026,7.10613352215957,1.33444550333863,0.19810480502842,0.997843349450867,-4.50124676951963
"160","200880_at","DNAJA1","3301","DnaJ heat shock protein family (Hsp40) member A1",0.275357393940701,6.07090281463779,0.445010682562662,0.661428042796121,0.997843349450867,-4.85737924724536
"161","200882_s_at","PSMD4","5710","proteasome 26S subunit, non-ATPase 4",0.400853664939224,4.72948764348618,0.906265485940893,0.376342645717702,0.997843349450867,-4.71178870994176
"162","200886_s_at","PGAM1","5223","phosphoglycerate mutase 1",0.23462339592774,6.61694210506877,0.434591935382952,0.668839748281677,0.997843349450867,-4.85957516366591
"163","200887_s_at","STAT1","6772","signal transducer and activator of transcription 1",1.20726855392007,5.47804460282509,1.5219331333901,0.144781908994402,0.997843349450867,-4.39029698315415
"164","200891_s_at","SSR1","6745","signal sequence receptor subunit 1",-0.048862525230124,3.94291018196062,-0.104934010568225,0.917547231172518,0.997843349450867,-4.9025207609792
"165","200893_at","TRA2B","6434","transformer 2 beta homolog",-0.197801439357732,5.89347763381228,-0.29875547798382,0.768426227618441,0.997843349450867,-4.8835509511885
"166","200895_s_at","FKBP4","2288","FKBP prolyl isomerase 4",0.553841128619617,7.17034708437544,0.803534522050379,0.431777174781926,0.997843349450867,-4.75208275296504
"167","200899_s_at","OGA","10724","O-GlcNAcase",0.657532780791751,4.43523660703291,1.17598193888373,0.254379144712419,0.997843349450867,-4.58664275871863
"168","200902_at","SELENOF","9403","selenoprotein F",0.106928994727489,3.44842213915528,0.183054996513635,0.856727954823718,0.997843349450867,-4.8970537288375
"169","200903_s_at","AHCY","191","adenosylhomocysteinase",1.12336853677945,3.41557587749725,1.78053890869889,0.0912659561130538,0.997843349450867,-4.22225258733487
"170","200904_at","HLA-E","3133","major histocompatibility complex, class I, E",0.56239197637121,7.59506941607222,1.00326825085746,0.328557177020222,0.997843349450867,-4.6699015061397
